title,author
The Catcher in the Rye,J. D. Salinger
The Bell Jar,Sylvia Plath
Extremely Loud & Incredibly Close,Jonathan Safran Foer
The Goldfinch,Donna Tartt
Eleanor Rigby,Douglas Coupland
It,Stephen King
Scott Pilgrim,Bryan Lee O'Malley
The Night Circus,Erin Morgenstern
Convenience Store Woman,Sayaka Murata
Earthlings,Sayaka Murata
"Detransition, Baby",Torrey Peters
Five Little Indians,Michelle Good
This Place: 150 Years Retold,
"The Cat I Never Named: A True Story of Love, War, and Survival",Amra Sabic-El-Rayess and Laura L. Sullivan
The Count of Monte Cristo,Alexandre Dumas père
The Makioka Sisters,Jun'ichirō Tanizaki
My Brilliant Friend,Elena Ferrante
Common Ground,Naomi Ishiguro
The Remarkable Journey of Coyote Sunrise,Dan Gemeinhart
Tokyo Ueno Station,Miri Yu
Almond,Sohn Won-pyung
The Stepford Wives,Ira Levin
One Hundred Years of Solitude,Gabriel García Márquez
Emma,Jane Austen
The Nakano Thrift Shop,Hiromi Kawakami
The Dangers of Smoking in Bed,Mariana Enríquez
Love and Other Thought Experiments,Sophie Ward
Malibu Rising,Taylor Jenkins Reid
The Chosen and the Beautiful,Nghi Vo
How Should a Person Be?,Sheila Heti
Christine,Stephen King
Long Division,Kiese Laymon
Of Mice and Men,John Steinbeck
The Shadow of the Wind,Carlos Ruiz Zafón
The Goldfinch,Donna Tartt
East of Eden,John Steinbeck
The Grapes of Wrath,John Steinbeck
Raybearer,Jordan Ifueko
No One Is Talking About This,Patricia Lockwood
Family,J. California Cooper
Salvage the Bones,Jesmyn Ward
An American Marriage,Tayari Jones
Birds Art Life: A Year of Observation,Kyo Maclear
Miracle Creek,Angie Kim
The Secret Lives of Church Ladies,Deesha Philyaw 
Ten Arguments for Deleting Your Social Media Accounts Right Now,Jaron Lanier
Stardust,Neil Gaiman
The Ocean at the End of the Lane,Neil Gaiman
Coraline,Neil Gaiman
The Graveyard Book,Neil Gaiman
The Deep,Rivers Solomon
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid
The One,John Marrs
How I Live Now,Meg Rosoff
Bastard,Max de Radiguès
All the Pretty Horses,Cormac McCarthy
O My Heart,Mother Mother (Song Played: Body)
Hejira,Joni Mitchell (Song Played: Amelia)
I'll Give You the Sun,Jandy Nelson
Laura Dean Keeps Breaking Up with Me,Mariko Tamaki
Five Little Indians,Michelle Good
This Place: 150 Years Retold,
The Office: The Untold Story of the Greatest Sitcom of the 2000s,Andy Greene
Grave Mercy,Robin LaFevers
Séance Tea Party,Reimena Yee
"Detransition, Baby",Torrey Peters
Loveless,Alice Oseman
Common Ground,Naomi Ishiguro
Escape Routes,Naomi Ishiguro
Outline,Rachel Cusk
The Alpine Path: The Story of My Career,Lucy Maud Montgomery
Goodnight Punpun,Inio Asano
Dark Days,James Baldwin
Giovanni's Room,James Baldwin
Homesick for Another World,Ottessa Moshfegh
Eileen,Ottessa Moshfegh
At Night All Blood Is Black,David Diop (Translated
The Summer I Turned Pretty,Jenny Han
Dawn,Octavia E. Butler
Kindred,Octavia E. Butler
"God Bless You, Mr. Rosewater",Kurt Vonnegut
The Satanic Verses,Salman Rushdie
Midnight's Children,Salman Rushdie
What Kind of Woman: Poems,Kate Baer
The man suit,Zachary Schomburg
The People of Paper,Salvador Plascencia
Interior Chinatown,Charles Yu
Solutions and Other Problems,Allie Brosh
You & a Bike & a Road,Eleanor Davis
The Hole,Øyvind Torseter
The Perks of Being a Wallflower,Stephen Chbosky
Convenience Store Woman,Sayaka Murata
Wild Blues,Beth Kephart
Trick Mirror: Reflections on Self-Delusion,Jia Tolentino
Eleanor Rigby,Douglas Coupland
1984,George Orwell
The Vegetarian,Han King
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan
Daniel Fights a Hurricane,Shane Jones
One Hundred Years of Solitude,Gabriel García Márquez
The House of the Spirits,Isabel Allende
Grasshopper Jungle,Andrew A. Smith
Winger,Andrew A. Smith
The Marbury Lens,Andrew A. Smith
100 Sideways Miles,Andrew A. Smith
The Ocean at the End of the Lane,Neil Gaiman
Switch (2021),
Dig (2019),
Still Life with Tornado (2016),
I Crawl Through It (2015),
Ask The Passengers (2012),
Everybody Sees The Ants (2011),
Reality Boy (2013),
Please Ignore Vera Dietz (2010),
Interior Chinatown,Charles Yu
"Get a Life, Chloe Brown",Talia Hibbert
The Kiss Quotient,Helen Hoang
The Employees: A Workplace Novel of the 22nd Century,Olga Ravn
The Secret Lives of Church Ladies,Deesha Philyaw
The Office: The Untold Story of the Greatest Sitcom of the 2000s,Andy Greene
The Blue Castle,Lucy Maud Montgomery
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson 
The Aosawa Murders,Riku Onda
Minor Feelings: An Asian American Reckoning,Cathy Park Hong
In Order to Live,Maryanne Vollers and Park Yeon-mi
Dead Girls,Abigail Tarttelin
"The Cat I Never Named: A True Story of Love, War, and Survival",Amra Sabic-El-Rayess and Laura L. Sullivan
Little Eyes,Samanta Schweblin
Honey Girl,Morgan Rogers
The Great Gatsby,F. Scott Fitzgerald
Sleeping Giants,Sylvain Neuvel
The Test,Sylvain Neuvel
Red at the Bone,Jacqueline Woodson
George Orwell Macmillan Collection,
Nine Stories,J. D. Salinger
Nobody Knows My Name,James Baldwin
Cat Poems,Tynan Kogane
Cat’s Tales,Lynton Lamb
Lives of Girls and Women,Alice Munro
Old Kingdom (Series),Garth Nix
Wuthering Heights,Emily Brontë
Station Eleven,Emily St. John Mandel
The Host,Stephenie Meyer
Chaos Walking (Series),Patrick Ness
Klara and the Sun,Kazuo Ishiguro
Never Let Me Go,Kazuo Ishiguro
Vivian Versus the Apocalypse,Katie Coyle
Knots and Crosses,Ian Rankin
Scythe,Neal Shusterman
We,Yevgeny Zamyatin
Entangled Life,Merlin Sheldrake
Record of a Spaceborn Few,Becky Chambers
Longbourn,Jo Baker
Sense and Sensibility,Jane Austen
Crying in H Mart,Michelle Zauner
The Sound of a Wild Snail Eating,Elisabeth Tova Bailey
Flâneuse,Lauren Elkin
Shadow and Bone,Leigh Bardugo
Six of Crows,Leigh Bardugo
Emma,Jane Austen
The Stepford Wives,Ira Levin
The Underground Railroad,Colson Whitehead
The Toynbee Convector,Ray Bradbury
In the Miso Soup,Ryū Murakami
Outlawed,Anna North
Say Nothing,Patrick Radden Keefe
"Detransition, Baby",Torrey Peters
How Should a Person Be?,Sheila Heti
"An apprenticeship, or, The book of delights",Clarice Lispector
In Memory of Memory,Maria Stepanova
The Employees: A Workplace Novel of the 22nd Century,Olga Ravn
The Dangers of Smoking in Bed: Stories,Mariana Enríquez
At Night All Blood Is Black,David Diop
Emma,Jane Austen
The Blue Castle,Lucy Maud Montgomery
The Sound of a Wild Snail Eating,Elisabeth Tova Bailey
She Must Be Mad,Charly Cox
Time Cat: The Remarkable Journeys of Jason and Gareth,Lloyd Alexander
"Kim Ji-young, Born 1982",Cho Nam-ju
Crying in H Mart,Michelle Zauner
What I Talk About When I Talk About Running,Haruki Murakami
"Get a Life, Chloe Brown",Talia Hibbert
Interior Chinatown,Charles Yu
Tokyo Ueno Station,Miri Yu
Lonely Castle in the Mirror,Mizuki Tsujimura
The Outsiders,S. E. Hinton
Macbeth,William Shakespeare
A Man Called Ove,Fredrik Backman
Pet Sematary,Stephen King
The Catcher in the Rye,J. D. Salinger
An Enquiry Concerning Human Understanding,David Hume
The Work of Art in the Age of Mechanical Reproduction,Walter Benjamin
The Medium is the Massage: An Inventory of Effects,Marshall McLuhan
The Stranger (L'Étranger),Albert Camus
To Kill a Mockingbird,Harper Lee
Why We Broke Up,Daniel Handler
The Great Gatsby,F. Scott Fitzgerald
The Body (Novella),Stephen King
Joyland,Stephen King
We Were Liars,E. Lockhart
Beach Read,Emily Henry
Show Your Work!,Austin Kleon
On Writing: A Memoir of the Craft,Stephen King
What I Talk About When I Talk About Running,Haruki Murakami
Cat's Eye,Margaret Atwood
The Weight of the Stars,K. Ancrum
With the Fire on High,Elizabeth Acevedo
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain
Track of the Cat,Nevada Barr
Twice Shy,Sarah Hogle
We Will Not Cancel Us: And Other Dreams of Transformative Justice,Adrienne Maree Brown
The Purple Palace & other poems,Shayna Klee
The Climate Diet: 50 Simple Ways to Trim Your Carbon Footprint,Paul Greenberg
Felicity: Poems,Mary Oliver
Mistborn: The Bands of Mourning,Brandon Sanderson
Watership Down,Richard Adams
"Goodnight Punpun, Vol. 3",Inio Asano
Emma,Jane Austen
Homie: Poems,Danez Smith
Eleanor Rigby,Douglas Coupland
1984,George Orwell
Bird Box,Josh Malerman
The House in the Cerulean Sea,TJ Klune
Jonathan Livingston Seagull,Richard Bach
Grapefruit,Yoko Ono
"God Bless You, Mr. Rosewater, or Pearls before Swine",Kurt Vonnegut
The Memory Police,Yōko Ogawa
On Earth We’re Briefly Gorgeous,Ocean Vuong
The Goldfinch,Donna Tartt
Severance,Ling Ma
An American Marriage,Tayari Jones
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz
Dig,A. S. King
Wonder,R. J. Palacio
So You've Been Publicly Shamed,Jon Ronson
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed
The Messenger,Markus Zusak
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondo
Animal Farm,George Orwell
An Absolutely Remarkable Thing,Hank Green
Albatross,Terry Fallis
Later,Stephen King
Beloved,Toni Morrison
Five Little Indians,Michelle Good
Dear Life,Alice Munro
Who Do You Think You Are?,Alice Munro
The Messenger,Markus Zusak
"Fangirl, Vol. 1: The Manga",Rainbow Rowell and Sam Maggs
Earthlings,
by Sayaka Murata,
A Thousand Mornings,Mary Oliver
Emma,Jane Austen
Bobcat and other Stories,Rebecca Lee
Time Cat: The Remarkable Journeys of Jason and Gareth,Lloyd Alexander
"Detransition, Baby",Torrey Peters
Interpreter of Maladies,Jhumpa Lahiri
Confessions of Georgia Nicolson,Louise Rennison
Shopaholic (Novel series),Sophie Kinsella
Queenie,Candice Carty-Williams
Northanger Abbey,Jane Austen
1Q84,Haruki Murakami
This Modern Love,Will Darbyshire
Wonder,R. J. Palacio
Convenience Store Woman,Sayaka Murata
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed
Your Name,Makoto Shinkai
Burial Rites,Hannah Kent
How to Do Nothing: Resisting the Attention Economy,Jenny Odell
Manga Classics Anne of Green Gables,Crystal Chan and Lucy Maud Montgomery
The Mothers,Brit Bennett
Memorial,Bryan Washington
The Remarkable Journey of Coyote Sunrise,Dan Gemeinhart
Switch,A. S. King
Goodnight Punpun (Vol. 3 & 4),Inio Asano
Tipping the Velvet,Sarah Waters
Runaway,Alice Munro
A Manual for Cleaning Women: Selected Stories,Lucia Berlin
Klara and the Sun,Kazuo Ishiguro
Dark Horses,Susan Mihalic
My Dark Vanessa,Kate Elizabeth Russell
Hobo mom,Charles Forsman and Max de Radiguès
Bastard,Max de Radiguès
Rust Belt,Sean Knickerbocker
No One Is Talking About This,Patricia Lockwood
Weather,Jenny Offill
Monkey Beach,Eden Robinson
Emma,Jane Austen
I Am the Messenger,Markus Zusak
Lost and Founder: A Painfully Honest Field Guide to the Startup World,Rand Fishkin
Fifteen,Beverly Cleary
All the Fabulous Beasts,Priya Sharma
My Sister's Keeper,Jodi Picoult
An Absolutely Remarkable Thing,Hank Green
Where the Crawdads Sing,Delia Owens
Getting Over It,Anna Maxted
The Vanishing Half,Brit Bennett
With the Fire on High,Elizabeth Acevedo
Little Fires Everywhere,Celeste Ng
Gone Girl,Gillian Flynn
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed
Radio Silence,Alice Oseman
So You've Been Publicly Shamed,Jon Ronson
The Ballad Of Songbirds And Snakes,Suzanne Collins
The True Confessions of Charlotte Doyle,Avi
Dark Matter,Blake Crouch
Exit West,Mohsin Hamid
This One Summer,Mariko Tamaki
The Prince and the Dressmaker,Jen Wang
On a Sunbeam,Tillie Walden
Are You Listening?,Tillie Walden
Laura Dean Keeps Breaking Up with Me,Mariko Tamaki
Nimona,Noelle Stevenson
Chopsticks,Jessica Anthony and Rodrigo Corral
Through the Woods,Emily Carroll
In Real Life,Cory Doctorow
Bastard,Max de Radiguès
Mooncop,Tom Gauld
The Hole,Øyvind Torseter
COVID Chronicles: A Comics Anthology (2021),
Sheets (2018),
Delicates (2021),
Anne of Green Gables: A Graphic Novel,Mariah Marsden (2017)
Kitchen,Banana Yoshimoto
So You've Been Publicly Shamed,Jon Ronson
Monkey Beach,Eden Robinson
Klara and the Sun,Kazuo Ishiguro
Agnes Grey,Anne Brontë
Jonny Appleseed,Joshua Whitehead
Writers & Lovers,Lily King
Tipping the Velvet,Sarah Waters
Anne of Green Gables: A Graphic Novel,"Mariah Marsden, Brenna Thummler"
If Cats Were to Disappear from the Earth,Genki Kawamura
Women & Power: A Manifesto,Mary Beard
Convenience Store Woman,Sayaka Murata
The Test,Sylvain Neuvel
Julius Caesar,William Shakespeare
Keep the Aspidistra Flying,George Orwell
The Illustrated Man,Ray Bradbury
Cannery Row,John Steinbeck
The Messenger,Markus Zusak
Grave Mercy,Robin LaFevers
The Bell Jar,Sylvia Plath
How to Do Nothing: Resisting the Attention Economy,Jenny Odell
No Longer Human,Osamu Dazai
If Beale Street Could Talk,James Baldwin
The Lonesome Bodybuilder,Yukiko Motoya
Dark Horses,Susan Mihalic
Christine,Stephen King
Concrete Island,J. G. Ballard
No One Is Talking About This,Patricia Lockwood
The Ghost in the House,Sara O'Leary
A Tale of Two Cities,Charles Dickens
The Grapes of Wrath,John Steinbeck
Brave New World,Aldous Huxley
Goodnight Punpun,Inio Asano
"Scratch: Writers, Money, and the Art of Making a Living",Manjula Martin
Wage Slaves,Daria Bogdanska
An American Marriage,Tayari Jones
The Bride Test,Helen Hoang
All We Shall Know,Donal Ryan
House of Stairs,William Sleator
The Library of Babel,Jorge Luis Borges
The Name of the Wind,Patrick Rothfuss
Mooncop,Tom Gauld
The Light Between Oceans,M.L. Stedman
The Book Thief,Markus Zusak
Every Heart a Doorway,Seanan McGuire
The Hike,Drew Magary
The Poppy War,R. F. Kuang
The Priory of the Orange Tree,Samantha Shannon
Pride and Prejudice,Jane Austen
A Moveable Feast,Ernest Hemingway
The Emperor of Paris,C.S. Richardson
On Writing: A Memoir of the Craft,Stephen King
Cathedral,Ben Hopkins
The Cardturner,Louis Sachar
Sourdough,Robin Sloan
Albatross,Terry Fallis
Frida: A Biography of Frida Kahlo,Hayden Herrera
So You've Been Publicly Shamed,Jon Ronson
Never Let Me Go,Kazuo Ishiguro
The Vegetarian,Han Kang
The Perks of Being a Wallflower,Stephen Chbosky
Harry Potter Series,J.K. Rowling
The Shadows,Alex North
Dear Justyce,Nic Stone
Dear Martin,Nic Stone
More Than a Woman,Caitlin Moran
Brave New World,Aldous Huxley
Indelicacy,Amina Cain
"Scratch: Writers, Money, and the Art of Making a Living",Manjula Martin
Anna Karenina,Leo Tolstoy
Delicates,Brenna Thummler
Replay,Ken Grimwood
How the García Girls Lost Their Accents,Julia Alvarez
From a Low and Quiet Sea,Donal Ryan
How to Pronounce Knife,Souvankham Thammavongsa
Severance,Ling Ma
The Girl Who Smiled Beads: A Story of War and What Comes After,Clemantine Wamariya and Elizabeth Weil
I Carry Your Heart with Me,E. E. Cummings
“How to Triumph Like a Girl”,Ada Limón
“Mountain Dew Commercial Disguised as a Love Poem”,Matthew Olzmann
The Time Traveler's Wife,Audrey Niffenegger
Dear Boy,Emily Berry
Motherhood,Sheila Heti
Station Eleven,Emily St. John Mandel
The Night Circus,Erin Morgenstern
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid
"My Sister, the Serial Killer",Oyinkan Braithwaite
Vicious,V. E. Schwab
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz
People From My Neighbourhood,Hiromi Kawakami
Can't and Won't,Lydia Davis
"Forgive Me, Leonard Peacock",Matthew Quick
Unwind,Neal Shusterman
The Secret History,Donna Tartt
All We Shall Know,Donal Ryan
"My Sister, the Serial Killer",Oyinkan Braithwaite
The Great Gatsby,F. Scott Fitzgerald
Memoirs of a Teenage Amnesiac,Gabrielle Zevin
Kafka on the Shore,Haruki Murakami
Against Creativity,Oli Mould
My Year of Rest and Relaxation,Ottessa Moshfegh
The Shadows,Alex North
Indian Horse,Richard Wagamese
A Complicated Kindness,Miriam Toews
We're All in This Together,Amy Jones 
Drifting House,Krys Lee
My Brilliant Friend,Elena Ferrante
Anne Frank's Diary: The Graphic Adaptation,Ari Folman
Klara and the Sun,Kazuo Ishiguro
Mistborn: The Alloy of Law,Brandon Sanderson
More Than a Woman,Caitlin Moran
The Queen's Gambit,Walter Tevis
Play Winning Chess,Jeremy Silman and Yasser Seirawan
How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill Gates
The Hustler,Walter Tevis
Saga,Brian K. Vaughan and Fiona Staples
Y: The Last Man,Brian K. Vaughan and Pia Guerra
Attack on Titan,Hajime Isayama
Ready Player One,Ernest Cline
Ender's Game,Orson Scott Card
The Hunger Games,Suzanne Collins
Hatchet,Gary Paulsen
Scott Pilgrim,Bryan Lee O'Malley
Good Omens,Neil Gaiman and Terry Pratchett
Into the Drowning Deep,Seanan McGuire
Pirate Latitudes,Michael Crichton
The Light Between Oceans,M.L. Stedman
Random Passage,Bernice Morgan
"Nala's World: One Man, His Rescue Cat and a Bike Ride Around the Globe",Dean Nicholson
Almond,Won-pyung Sohn
The Vanishing Half,Brit Bennett
Memorial,Bryan Washington
Outlawed,Anna North
One Flew Over the Cuckoo's Nest,Ken Kesey
The Virgin Suicides,Jeffrey Eugenides
Nutshell,Ian McEwan
A Little Something Different: A Swoon Novel,Sandy Hall
The Collector Collector,Tibor Fischer
The Poppy War,R. F. Kuang
The Great Gatsby,F. Scott Fitzgerald
Memoirs of a Teenage Amnesiac,Gabrielle Zevin
Kafka on the Shore,Haruki Murakami
Against Creativity,Oli Mould
East of Eden,John Steinbeck
The Red Pony,John Steinbeck
Take Me Home Tonight,Morgan Matson
The Firefly Summer,
by Morgan Matson ,
Cat's Eye,Margaret Atwood
About Time: 12 Short Stories,Jack Finney
The Catcher in the Rye,J. D. Salinger
The Outsiders,S. E. Hinton
Show Your Work!,Austin Kleon
Vanishing Fleece: Adventures in American Wool,Clara Parkes
As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes and Joe Layden
The Glass Castle,Jeannette Walls
The Art of Asking,Amanda Palmer
WHY I AM NOT GOING TO BUY A COMPUTER: ESSAYS,Wendell Berry
The Institute,"Stephen King, Read"
The Cormoran Strike Series,"Robert Galbraith, Read"
Almond,
by Won-pyung Sohn,
The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene
The Remarkable Journey of Coyote Sunrise,Dan Gemeinhart
We Ride Upon Sticks,Quan Barry
Food Wars!: Shokugeki no Soma,Yūto Tsukuda
Seconds,Bryan Lee O'Malley
How to Pronounce Knife: Stories,Souvankham Thammavongsa
Before the Coffee Gets Cold,Toshikazu Kawaguchi
Memoirs of a Teenage Amnesiac,Gabrielle Zevin
Sweetdark,Savannah Brown
Dog Songs,Mary Oliver
The Poppy War,R. F. Kuang
Diary of a Wimpy Kid,Jeff Kinney
My Abandonment,Peter Rock
A Complicated Kindness,Miriam Toews
Strange Flowers,Donal Ryan
Emma,Jane Austen
On the Road,Jack Kerouac
Brave New World,Aldous Huxley
A Gentleman in Moscow,Amor Towles
A Dance with Dragons,George R. R. Martin
Nevernight,Jay Kristoff
Mistborn (Second Trilogy),Brandon Sanderson
The Green Mile,Stephen King
The Anthropocene Reviewed,John Green
Switch,A. S. King
How to Avoid a Climate Disaster,Bill Gates
Klara and the Sun,Kazuo Ishiguro
Malibu Rising,Taylor Jenkins Reid
The Heart Principle,Helen Hoang
The Chosen and the Beautiful,Nghi Vo
1Q84,Haruki Murakami
After Dark,Haruki Murakami
Animal Farm,George Orwell
The Great Gatsby,F. Scott Fitzgerald
The Knife of Never Letting Go,Patrick Ness
Franny and Zooey,J. D. Salinger
Seconds,Bryan Lee O'Malley
Harry Potter and the Philosopher's Stone,J. K. Rowling
Anne of Green Gables,Lucy Maud Montgomery
All We Shall Know,Donal Ryan
Memoirs of a Teenage Amnesiac,Gabrielle Zevin
Laura Dean Keeps Breaking Up with Me,Mariko Tamaki
The Secret History,Donna Tartt
The Priory of the Orange Tree,Samantha Shannon
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed
On a Sunbeam,Tillie Walden
1Q84,Haruki Murakami
Bastard,Max de Radiguès
Sourdough,Robin Sloan
How to Do Nothing: Resisting the Attention Economy,Jenny Odell
Albatross,Terry Fallis
Station Eleven,Emily St. John Mandel
The Bell Jar,Sylvia Plath
Anne of Green Gables: A Graphic Novel,Mariah Marsden
Ten Arguments for Deleting Your Social Media Accounts Right Now,Jaron Lanier
Holes,Louis Sachar
The Great Gatsby,F. Scott Fitzgerald
The Hunger Games,Suzanne Collins
Sheets,Brenna Thummler
Americanah,Chimamanda Ngozi Adichie
I'll Be Gone in the Dark,Michelle McNamarathe
"The Fellowship of the Ring (The Lord of The Rings, Book 1)",J. R. R. Tolkien
Rosemary's Baby,Ira Levin
The Wind-Up Bird Chronicle,Haruki Murakami
Burn,Patrick Ness
The Poppy War,R. F. Kuangscott
A Beautifully Foolish Endeavor,Hank Green
The Dreamers,Karen Thompson Walker
"Next Year, For Sure",Zoey Leigh Peterson
Frida: A Biography of Frida Kahlo,Hayden Herrera
Midnight Sun,Stephenie Meyer
The Ballad Of Songbirds And Snakes,Suzanne Collins
The 4-Hour Workweek,Tim Ferriss
More Than a Woman,Caitlin Moran
"The Rural Diaries: Love, Livestock, and Big Life Lessons Down on Mischief Farm",Hilarie Burton
George Orwell: A Life,Bernard Crick
Writers & Lovers,Lily King
Some Very Interesting Cats Perhaps You Weren't Aware Of,Doogie Horner
Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals about Death,Caitlin Doughty
Cat on a Hot Tin Roof,Tennessee Williams
A Mango-Shaped Space,Wendy Mass
"Chi's Sweet Home, Vol. 1",Kanata Konami
"Nala's World: One Man, His Rescue Cat and a Bike Ride Around the Globe",Dean Nicholson
On Cats,Charles Bukowski
Passing,Nella Larsen
The Deep,Rivers Solomon
How to Do Nothing: Resisting the Attention Economy,Jenny Odell
Killing and Dying,Adrian Tomine
My Year of Rest and Relaxation,Ottessa Moshfegh
The Master and Margarita,Mikhail Bulgakov
Delicates,Brenna Thummler
Breaking Dawn,Stephenie Meyer
Burning (2018),
Billy Elliot (2000),
Parasite (2019),
Moonlight (2016),
The Green Mile (1999),
The OA (2016),
The Promised Neverland (2019),
The Outsider (2020),
Anne with an E (2017),
The Queen’s Gambit (2020),
Mindhunter (2017),
True Detective Season 1 (2014),
Pirates of the Caribbean (2003),
You’ve Got Mail (1998),
To All the Boys: P.S. I Still Love You (2020),
Convenience Store Woman,Sayaka Murata
The Vegetarian,Han Kang
Territory of Light,Yūko Tsushima
Battle Royale,Koushun Takami
The Lonesome Bodybuilder: Stories,Yukiko Motoya
The Nakano Thrift Shop,Hiromi Kawakami
El Deafo,Cece Bell
The Witch Boy,Molly Ostertag
Aquicorn Cove,Katie O'Neill
The Prince and the Dressmaker,Jen Wang
On a Sunbeam,Tillie Walden
Death Note,Tsugumi Ohba
You,Caroline Kepnes
Albatross,Terry Fallis
Ink,Amanda Sun
The Goldfinch,Donna Tartt
The Secret History,Donna Tartt
Americanah,Chimamanda Ngozi Adichie
A Little Life,Hanya Yanagihara
Bookshop Memories (Essay),George Orwell
"The Fellowship of the Ring (The Lord of The Rings, Book 1)",J. R. R. Tolkien
Ready Player Two,Ernest Cline
Beartown,Fredrik Backman
Before the Coffee Gets Cold,Toshikazu Kawaguchi
A Beautifully Foolish Endeavor,Hank Green
Lost at Sea: The Jon Ronson Mysteries,Jon Ronson
Chaos Walking (Series),Patrick Ness
The Last Unicorn,Peter S. Beagle
The Vanishing Princess,Jenny Diski
Fangirl: The Manga,Rainbow Rowell and Sam Maggs
The Master and Margarita,Mikhail Bulgakov
Cat's Cafe: A Comics Collection,Matt Tarpley
Nothing Much Happens: Cozy and Calming Stories to Soothe Your Mind and Help You Sleep,Kathryn Nicolai
Albatross,Terry Fallis
Into the Wild,Jon Krakauer
:,
Billy Elliot (2000),
The Queens Gambit (2020),
Emma (2020),
One True Loves,Taylor Jenkins Reid
Writers & Lovers,Lily King
The Promised Neverland,Kaiu Shirai
Never Let Me Go,Kazuo Ishiguro
A Connecticut Yankee in King Arthur's Court,Mark Twain
Exit West,Mohsin Hamid
Every Heart a Doorway,Seanan McGuire
The Name of the Wind,Patrick Rothfuss
The Priory of the Orange Tree,Samantha Shannon
Grief is the Thing with Feathers,Max Porter
On a Sunbeam,Tillie Walden
Genuine Fraud,E. Lockhart
"Wendy, Master of Art",Walter Scott
The Witch Boy,Molly Ostertag
Before the Coffee Gets Cold,Toshikazu Kawaguchi
"The Rural Diaries: Love, Livestock, and Big Life Lessons Down on Mischief Farm",Hilarie Burton
"Nala's World: One Man, His Rescue Cat and a Bike Ride Around the Globe",Dean Nicholson
The Great Gatsby,F. Scott Fitzgerald (Arcturus Classics)
The Magical Language of Others: A Memoir,EJ Koh
Skin and Other Stories,Roald Dahl
The Deep,Rivers Solomon
Convenience Store Woman,Sayaka Murata
Ten Arguments for Deleting Your Social Media Accounts Right Now,Jaron Lanier
Aquicorn Cove,Katie O'Neill
In Real Life,Cory Doctorow
A Curse Dark as Gold,Elizabeth C. Bunce
We,Yevgeny Zamyatin
The Illustrated Man,Ray Bradbury
Blue Horses,Mary Oliver
What Do We Know: Poems And Prose Poems,Mary Oliver
The Bell Jar,Sylvia Plath
The Hike,Drew Magary
Under the Skin,Michel Faber
Elsewhere,Gabrielle Zevin
Memoirs of a Teenage Amnesiac,Gabrielle Zevin
The God of Animals,Aryn Kyle
No Small Thing,Natale Ghent
The Marbury Lens,Andrew A. Smith
The Vegetarian,Han Kang
The Great Alone,Kristin Hannah
Taproot: A Story about a Gardener and a Ghost,Keezy Young
The Wall,Marlen Haushofer
"The Rural Diaries: Love, Livestock, and Big Life Lessons Down on Mischief Farm",Hilarie Burton
Lexicon,Max Barry
The Talented Mr. Ripley,Patricia Highsmith
Genuine Fraud,E. Lockhart
Before the Coffee Gets Cold,Toshikazu Kawaguchi
The Knife of Never Letting Go,Patrick Ness
Emma,Jane Austen
Cat's Cradle,Kurt Vonnegut
The City We Became,N. K. Jemisin
The Dishwasher,Stéphane Larue
Pachinko,Min Jin Lee
The Searcher,Tana French
Sweetdark,Savannah Brown
Just Mercy: A Story of Justice and Redemption,Bryan Stevenson
"Chi's Sweet Home, Vol. 1",Kanata Konami
Rosemary's Baby,Ira Levin
Under the Skin,Michel Faber
Bastard,Max de Radiguès
Banned Book Club,"Ryan Estrada, Hyung-Ju Ko"
Delicates,Brenna Thummler
The Vanishing Half,Brit Bennett
My Lovely Wife,Samantha Downing
Ninth House,Leigh Bardugo
The Swallow: A Ghost Story,Charis Cotter
More Than a Woman,Caitlin Moran
Anne of Green Gables: A Graphic Novel,"Mariah Marsden, Brenna Thummler"
Animal Farm: A Fairy Story,Bernardi Odyr
All You Need Is Kill,Hiroshi Sakurazaka
Kindred,Octavia E. Butler
The Way of Shadows,Brent Weeks
Albatross,Terry Fallis
Horns,Joe Hill
Vicious,V. E. Schwab
The Catcher in the Rye,J. D. Salinger
The Perks of Being a Wallflower,Stephen Chbosky
Bastard (Bâtard),Max de Radiguès
172 Hours on the Moon (Darlah),Johan Harstad
Banned Book Club,"Ryan Estrada, Hyung-Ju Ko"
"Kim Ji-young, Born 1982",Cho Nam-ju
